student_id,gender,age,attendance_rate,assignment_score,quiz_score,exam_score,study_hours_per_week,parental_education_level,health_status,electricity_access,internet_access,performance_label
STD0614,Female,17,91.63,43.68,60.36,54.0,3.7,Tertiary,Good,True,False,Medium
STD0615,Female,20,50.55,61.73,47.47,37.8,23.2,Tertiary,Poor,False,False,Low
STD0616,Male,16,87.48,83.39,68.32,69.93,11.5,None,Poor,True,False,Medium
STD0617,Male,21,87.93,52.03,49.21,70.71,4.5,Secondary,Poor,True,False,Medium
STD0618,Female,22,83.92,52.21,93.11,80.03,7.6,None,Good,False,False,High
STD0619,Male,20,87.81,40.61,45.06,46.82,1.3,Tertiary,Good,False,False,Low
STD0620,Male,20,92.1,66.25,91.9,61.06,11.7,None,Poor,True,True,Medium
STD0621,Female,19,73.52,92.96,69.16,49.77,21.3,None,Poor,False,False,Medium
STD0622,Female,22,75.1,43.11,87.99,35.67,23.3,None,Fair,True,False,Medium
STD0623,Male,15,56.24,51.47,79.9,91.36,23.3,Secondary,Fair,False,False,High
STD0624,Female,24,69.27,58.61,78.77,81.02,3.1,Tertiary,Poor,False,False,Medium
STD0625,Male,18,82.17,83.9,52.7,51.1,9.6,Tertiary,Poor,True,True,Medium
STD0626,Female,18,89.02,78.44,46.37,71.96,0.7,Secondary,Fair,True,False,Medium
STD0627,Male,17,60.86,64.96,44.76,44.09,21.4,None,Poor,False,True,Medium
STD0628,Female,17,56.89,85.54,90.0,92.32,9.0,None,Fair,False,True,High
STD0629,Male,18,83.15,76.58,87.43,38.04,15.8,Primary,Fair,False,False,Medium
STD0630,Male,15,50.09,93.76,60.84,30.27,17.9,Primary,Fair,False,False,Medium
STD0631,Male,16,58.92,89.08,39.27,65.14,10.7,Primary,Good,False,True,Medium
STD0632,Female,23,51.45,55.17,56.76,70.82,7.7,Secondary,Good,True,False,Medium
STD0633,Male,24,58.34,56.29,73.35,70.53,24.1,Tertiary,Poor,False,False,Medium
STD0634,Male,16,59.07,47.52,61.81,33.82,24.1,Primary,Fair,False,True,Low
STD0635,Female,19,69.38,60.22,84.61,51.98,7.2,Tertiary,Good,True,True,Medium
STD0636,Female,23,70.12,99.97,99.83,64.94,12.0,Tertiary,Poor,True,False,High
STD0637,Male,23,93.71,64.35,43.38,45.16,24.3,Tertiary,Poor,True,False,Medium
STD0638,Male,22,75.51,53.23,62.18,91.08,0.1,Secondary,Poor,False,False,Medium
STD0639,Female,15,86.17,85.75,60.17,36.1,10.3,Secondary,Poor,True,True,Medium
STD0640,Female,15,55.21,72.55,51.31,64.12,2.5,Secondary,Poor,True,False,Medium
STD0641,Female,23,61.27,48.98,43.87,78.4,12.7,Secondary,Fair,True,True,Medium
STD0642,Female,22,85.15,62.84,34.6,48.32,0.6,Primary,Poor,True,True,Low
STD0643,Female,24,52.64,64.87,92.1,73.7,10.2,None,Fair,False,False,High
STD0644,Male,23,74.33,85.23,59.39,88.06,5.5,None,Good,False,True,High
STD0645,Female,21,79.97,41.24,64.78,43.32,13.3,None,Poor,False,False,Low
STD0646,Male,17,80.11,56.14,94.19,94.21,24.9,Primary,Good,True,False,High
STD0647,Male,17,51.15,71.06,84.34,68.75,20.0,None,Fair,True,True,Medium
STD0648,Male,16,66.11,56.13,39.14,50.95,21.1,Primary,Fair,True,False,Low
STD0649,Female,19,81.82,77.71,69.58,60.16,15.9,Primary,Good,True,True,Medium
STD0650,Male,17,57.45,68.91,60.96,51.85,1.0,Primary,Poor,True,True,Medium
STD0651,Male,20,84.77,61.7,85.8,80.76,5.2,None,Poor,True,False,High
STD0652,Female,16,87.3,96.95,80.7,85.74,23.1,Tertiary,Good,False,False,High
STD0653,Male,17,99.1,77.93,78.33,88.31,9.2,None,Good,False,False,High
STD0654,Male,19,60.49,47.8,53.84,99.0,2.6,None,Good,True,False,Medium
STD0655,Female,15,91.26,73.61,86.35,85.39,17.6,Secondary,Poor,False,True,High
STD0656,Male,15,76.01,86.84,33.67,72.1,7.5,Primary,Poor,True,True,Medium
STD0657,Male,24,68.67,82.51,41.17,53.75,6.7,Tertiary,Poor,True,True,Medium
STD0658,Male,23,56.12,50.33,53.49,68.12,24.9,Secondary,Good,False,False,Medium
STD0659,Female,21,86.78,98.35,35.38,32.87,21.5,Tertiary,Poor,True,True,Medium
STD0660,Female,15,61.79,66.93,46.45,82.14,10.2,Tertiary,Fair,False,True,Medium
STD0661,Female,22,68.57,49.54,88.11,61.22,24.5,Primary,Good,True,False,Medium
STD0662,Male,17,53.13,50.81,96.38,31.4,16.3,None,Poor,True,False,Medium
STD0663,Male,22,90.07,45.89,51.32,34.38,18.6,Primary,Good,False,False,Low
STD0664,Female,19,88.33,88.21,48.52,57.12,0.8,Primary,Fair,True,True,Medium
STD0665,Male,15,86.68,47.32,49.59,70.84,3.0,Secondary,Fair,True,False,Medium
STD0666,Male,21,64.97,47.51,49.44,62.49,15.8,Primary,Good,True,True,Medium
STD0667,Female,19,58.67,91.03,32.52,73.34,22.5,None,Good,False,True,Medium
STD0668,Female,20,81.88,60.68,94.88,63.62,15.6,Tertiary,Fair,True,True,Medium
STD0669,Male,20,74.81,41.85,44.96,76.32,3.4,Primary,Good,True,True,Medium
STD0670,Male,22,58.91,43.11,59.4,45.34,2.9,Tertiary,Fair,True,True,Low
STD0671,Male,23,84.3,48.53,30.68,37.9,21.1,Primary,Fair,False,False,Low
STD0672,Female,16,99.56,52.8,90.06,71.75,3.5,Tertiary,Poor,False,True,Medium
STD0673,Female,23,87.36,79.91,81.18,63.93,13.0,Primary,Good,False,False,Medium
STD0674,Female,24,87.0,49.44,96.27,31.88,0.9,Secondary,Good,False,True,Medium
STD0675,Female,23,97.52,47.13,84.71,56.63,2.0,Tertiary,Poor,False,True,Medium
STD0676,Male,24,60.15,85.88,51.96,37.43,16.8,Primary,Fair,True,False,Medium
STD0677,Female,24,78.28,80.26,47.35,67.19,17.2,Primary,Good,False,True,Medium
STD0678,Female,21,98.98,66.12,78.84,57.7,8.5,Secondary,Poor,False,True,Medium
STD0679,Female,15,58.26,72.96,55.49,72.92,5.4,Secondary,Poor,True,False,Medium
STD0680,Female,21,85.01,58.72,69.64,86.39,20.3,Secondary,Good,False,False,Medium
STD0681,Female,24,79.29,68.95,30.44,50.98,5.4,Tertiary,Poor,True,True,Medium
STD0682,Male,19,79.32,70.4,34.33,97.35,13.6,Tertiary,Fair,False,True,Medium
STD0683,Male,20,84.88,63.23,67.48,67.49,24.2,Secondary,Poor,True,True,Medium
STD0684,Female,24,96.48,94.39,69.63,73.28,3.7,None,Fair,True,False,High
STD0685,Male,21,89.13,40.96,82.6,77.65,23.5,None,Fair,False,True,Medium
STD0686,Female,19,52.81,86.93,39.24,76.67,4.6,Primary,Good,False,False,Medium
STD0687,Female,21,92.64,47.46,65.92,65.77,14.2,None,Poor,True,False,Medium
STD0688,Male,23,61.28,87.85,43.61,60.01,9.4,Primary,Fair,True,True,Medium
STD0689,Male,17,68.85,76.95,36.52,33.76,24.1,Tertiary,Fair,True,False,Low
STD0690,Female,22,73.09,90.6,58.73,31.55,6.8,Tertiary,Poor,True,True,Medium
STD0691,Female,16,74.05,45.85,41.43,55.06,10.0,None,Fair,True,True,Low
STD0692,Female,21,71.76,73.54,45.52,53.36,24.6,Tertiary,Poor,True,False,Medium
STD0693,Male,16,96.87,70.07,52.23,57.14,13.4,Secondary,Good,True,False,Medium
STD0694,Female,18,85.3,82.37,48.16,39.69,12.6,Secondary,Fair,False,False,Medium
STD0695,Female,21,81.56,72.06,36.13,81.67,6.4,None,Fair,True,False,Medium
STD0696,Female,17,52.49,72.44,36.29,89.99,17.5,None,Poor,False,False,Medium
STD0697,Male,16,95.2,65.78,43.53,95.71,0.4,Primary,Poor,False,False,Medium
STD0698,Female,24,95.47,58.53,33.54,64.47,1.2,Tertiary,Poor,True,True,Medium
STD0699,Female,21,89.01,68.94,73.85,79.06,15.0,Primary,Poor,True,True,Medium
STD0700,Male,15,50.35,47.11,50.11,89.89,8.5,Primary,Fair,False,True,Medium
STD0701,Female,22,52.86,97.69,49.58,59.28,23.8,Secondary,Good,True,False,Medium
STD0702,Female,17,61.26,82.86,53.24,51.66,22.6,Secondary,Good,True,False,Medium
STD0703,Male,16,56.57,97.15,76.4,95.57,17.8,Secondary,Good,False,False,High
STD0704,Female,17,69.94,53.6,90.94,66.1,20.5,Secondary,Good,False,True,Medium
STD0705,Male,19,96.13,92.76,83.14,64.81,16.7,Primary,Poor,False,True,High
STD0706,Male,22,73.6,88.53,80.93,42.49,3.1,Secondary,Fair,True,False,Medium
STD0707,Female,24,50.67,80.63,63.91,37.57,19.1,Tertiary,Fair,True,False,Medium
STD0708,Female,21,64.14,77.5,78.57,88.95,5.3,Secondary,Fair,False,False,High
STD0709,Female,21,52.23,58.99,68.69,72.99,8.1,Secondary,Poor,True,False,Medium
STD0710,Female,21,51.81,88.98,45.14,52.81,20.5,Secondary,Fair,False,True,Medium
STD0711,Male,22,63.79,70.09,44.6,43.42,13.4,None,Poor,True,True,Medium
STD0712,Female,15,63.78,44.25,50.75,68.88,21.5,Tertiary,Fair,False,True,Medium
STD0713,Male,18,89.36,58.77,93.76,70.87,5.3,Tertiary,Good,True,False,Medium
STD0714,Female,20,98.74,96.12,68.32,44.49,15.2,Primary,Poor,False,True,Medium
STD0715,Female,23,68.56,91.04,81.37,89.6,2.1,Primary,Fair,True,False,High
STD0716,Female,16,71.44,98.91,54.26,35.9,16.1,Secondary,Good,True,False,Medium
STD0717,Male,15,92.24,77.68,58.54,54.93,19.1,None,Good,False,False,Medium
STD0718,Female,24,63.41,54.85,38.79,77.63,14.6,Primary,Good,True,True,Medium
STD0719,Female,16,57.82,49.77,41.99,49.19,6.7,Primary,Poor,True,True,Low
STD0720,Female,21,92.65,51.21,87.91,87.94,0.8,Secondary,Poor,False,False,High
STD0721,Female,17,52.33,41.19,70.94,81.79,3.0,Secondary,Fair,True,True,Medium
STD0722,Male,24,80.98,63.44,53.63,85.23,15.6,Primary,Good,True,False,Medium
STD0723,Female,16,78.1,51.49,86.2,38.34,23.4,Primary,Fair,True,False,Medium
STD0724,Male,21,67.3,64.7,47.26,39.84,5.2,Tertiary,Fair,False,False,Low
STD0725,Male,16,65.76,96.1,98.32,50.05,18.4,None,Good,False,True,High
STD0726,Male,17,88.59,65.83,54.14,66.27,21.7,Tertiary,Fair,False,True,Medium
STD0727,Male,21,54.32,92.68,53.61,82.36,13.0,Primary,Poor,False,False,High
STD0728,Male,18,61.84,76.33,51.83,88.56,16.7,Tertiary,Fair,False,True,Medium
STD0729,Male,15,86.62,54.83,38.55,79.3,20.4,Tertiary,Good,True,True,Medium
STD0730,Female,19,77.42,61.35,37.78,95.0,6.5,Primary,Poor,True,True,Medium
STD0731,Male,23,56.4,45.04,75.37,81.71,7.4,Secondary,Poor,False,True,Medium
STD0732,Male,22,94.11,60.01,91.26,51.44,0.0,Primary,Fair,True,False,Medium
STD0733,Male,23,69.67,80.65,85.34,48.56,24.1,Secondary,Fair,True,True,Medium
STD0734,Female,24,91.39,44.33,39.88,78.73,22.9,Primary,Poor,True,False,Medium
STD0735,Female,23,89.39,52.32,68.19,43.5,19.1,Primary,Fair,True,False,Medium
STD0736,Male,21,81.22,62.89,37.39,36.49,2.0,Primary,Good,False,True,Low
STD0737,Female,18,74.72,98.92,33.17,67.26,11.2,None,Fair,False,False,Medium
STD0738,Male,19,98.98,87.09,75.95,87.51,2.5,Secondary,Fair,True,False,High
STD0739,Male,15,57.25,84.01,67.46,37.1,0.4,None,Poor,True,True,Medium
STD0740,Female,15,86.26,46.97,35.74,85.43,15.4,Primary,Fair,False,False,Medium
STD0741,Male,17,59.56,86.86,32.45,86.81,24.0,Tertiary,Fair,True,False,Medium
STD0742,Female,22,66.91,87.12,99.28,63.76,22.6,None,Fair,True,True,High
STD0743,Female,16,65.43,76.07,32.1,34.01,17.4,Secondary,Good,True,True,Low
STD0744,Male,18,97.35,99.42,61.12,42.22,2.4,Primary,Fair,False,True,Medium
STD0745,Male,16,98.37,59.52,65.32,79.52,6.9,None,Good,False,True,Medium
STD0746,Female,19,59.15,96.48,38.21,79.82,8.0,Tertiary,Good,True,True,Medium
STD0747,Male,23,51.1,94.88,41.83,92.88,19.1,None,Good,True,False,High
STD0748,Male,15,86.0,40.69,54.63,70.79,20.1,Secondary,Good,True,False,Medium
STD0749,Male,19,70.9,67.01,83.32,38.69,9.6,None,Poor,True,True,Medium
STD0750,Female,23,54.44,98.63,65.5,38.5,10.4,Tertiary,Good,True,True,Medium
STD0751,Female,15,84.19,46.19,74.65,80.48,1.1,Tertiary,Fair,True,False,Medium
STD0752,Male,23,77.26,72.87,98.96,42.86,7.2,Secondary,Good,False,True,Medium
STD0753,Female,22,99.03,98.74,83.76,52.99,11.3,Tertiary,Fair,False,True,High
STD0754,Female,18,61.37,73.33,60.41,64.1,2.9,Primary,Good,True,False,Medium
STD0755,Female,24,70.2,51.39,61.25,31.73,11.3,Tertiary,Poor,False,False,Low
STD0756,Female,19,77.13,74.93,73.31,47.42,21.3,Primary,Good,True,False,Medium
STD0757,Female,19,89.58,52.27,76.58,58.55,14.5,None,Good,True,True,Medium
STD0758,Male,20,77.44,71.18,65.05,49.57,2.0,Primary,Poor,False,False,Medium
STD0759,Male,21,80.65,44.44,75.14,39.55,4.8,Primary,Good,False,True,Medium
STD0760,Male,22,61.31,76.33,31.65,80.96,11.9,None,Fair,True,False,Medium
STD0761,Female,22,92.35,71.01,60.07,86.92,9.0,Tertiary,Good,True,True,Medium
STD0762,Female,16,71.43,84.41,49.53,48.02,9.0,Primary,Good,False,True,Medium
STD0763,Male,23,57.05,77.84,39.04,84.21,13.2,Tertiary,Good,False,True,Medium
STD0764,Female,21,83.21,72.98,36.97,56.99,14.6,None,Poor,True,False,Medium
STD0765,Male,18,60.8,81.39,72.22,65.47,19.9,Secondary,Good,True,False,Medium
STD0766,Male,18,54.88,48.64,66.65,89.92,8.5,Tertiary,Good,True,False,Medium
STD0767,Male,22,93.1,75.72,47.75,82.5,20.1,Tertiary,Fair,False,True,Medium
STD0768,Female,18,73.01,50.33,62.97,86.36,8.5,Secondary,Good,True,False,Medium
STD0769,Female,20,87.46,95.53,64.46,39.58,1.4,Secondary,Good,False,False,Medium
STD0770,Male,19,64.53,44.1,43.65,34.88,13.9,None,Good,True,True,Low
STD0771,Male,17,89.35,65.82,75.65,92.54,14.7,Tertiary,Good,False,True,High
STD0772,Male,24,55.6,81.75,84.66,57.15,23.4,Tertiary,Fair,False,False,Medium
STD0773,Male,16,67.8,67.48,85.4,50.15,18.2,None,Fair,False,False,Medium
STD0774,Female,23,98.9,45.53,72.17,80.73,22.9,Tertiary,Poor,False,False,Medium
STD0775,Female,24,89.7,73.2,65.81,88.55,22.7,Primary,Good,True,True,High
STD0776,Male,23,74.86,78.5,34.27,90.37,15.1,Primary,Poor,False,False,Medium
STD0777,Male,15,66.99,82.23,50.15,52.12,13.2,Primary,Poor,False,True,Medium
STD0778,Female,24,93.61,62.4,36.53,89.65,13.9,Tertiary,Good,False,True,Medium
STD0779,Female,17,77.24,73.82,97.47,32.87,24.5,Primary,Fair,True,False,Medium
STD0780,Male,22,87.92,67.04,39.46,33.48,19.3,Primary,Fair,True,False,Low
STD0781,Male,20,87.71,80.32,40.62,73.65,2.7,None,Good,True,True,Medium
STD0782,Male,19,50.9,75.01,92.27,34.42,19.5,None,Good,True,True,Medium
STD0783,Female,19,56.31,71.55,96.07,52.72,4.3,Secondary,Fair,True,False,Medium
STD0784,Female,20,82.98,54.97,83.61,77.09,11.2,Secondary,Good,True,False,Medium
STD0785,Female,21,58.08,40.12,30.38,53.61,5.3,Secondary,Good,False,False,Low
STD0786,Male,15,62.77,50.44,30.09,42.57,17.2,Secondary,Good,False,True,Low
STD0787,Male,23,97.33,47.02,56.47,49.69,21.9,None,Fair,False,True,Medium
STD0788,Female,17,78.01,66.95,40.04,62.03,7.3,None,Poor,True,False,Medium
STD0789,Female,18,87.54,76.74,31.29,63.28,2.1,None,Poor,False,True,Medium
STD0790,Male,24,77.9,52.79,62.48,84.81,7.5,Primary,Good,False,True,Medium
STD0791,Female,15,77.63,96.34,96.01,82.51,16.8,Primary,Fair,True,False,High
STD0792,Female,24,54.71,40.4,52.67,61.98,8.2,Secondary,Good,False,True,Medium
STD0793,Male,17,67.18,86.34,76.28,89.2,7.0,Primary,Fair,True,False,High
STD0794,Female,16,64.12,77.51,75.66,38.0,4.6,Tertiary,Good,False,False,Medium
STD0795,Male,16,69.54,62.41,47.58,47.87,12.4,None,Fair,True,True,Medium
STD0796,Male,15,89.92,43.03,75.53,87.96,6.9,Secondary,Fair,True,True,Medium
STD0797,Male,22,68.6,77.65,44.86,56.46,18.3,Secondary,Poor,True,False,Medium
STD0798,Male,17,72.58,63.14,38.54,98.68,1.9,Tertiary,Good,False,True,Medium
STD0799,Male,17,69.87,96.18,79.1,62.64,16.6,Primary,Poor,False,False,High
STD0800,Male,20,54.67,72.52,37.94,85.44,5.9,Secondary,Poor,True,True,Medium
STD0801,Male,22,72.05,96.38,99.78,58.16,12.2,Primary,Fair,True,True,High
STD0802,Female,23,59.78,53.23,42.84,59.75,7.2,Primary,Good,False,True,Medium
STD0803,Male,23,59.34,83.54,71.59,56.8,18.1,Tertiary,Fair,False,False,Medium
STD0804,Male,18,54.7,77.03,58.8,80.34,23.6,Secondary,Fair,True,True,Medium
STD0805,Female,19,67.83,84.36,38.85,68.33,22.9,Primary,Fair,False,False,Medium
STD0806,Female,16,87.87,52.88,31.95,96.06,14.6,Primary,Good,False,False,Medium
STD0807,Female,23,63.82,79.9,73.59,47.56,11.6,Tertiary,Good,False,False,Medium
STD0808,Male,22,65.62,69.88,86.47,37.04,20.5,Tertiary,Fair,True,True,Medium
STD0809,Female,17,82.13,84.57,88.94,57.53,17.1,Primary,Good,True,False,High
STD0810,Male,23,59.79,59.62,63.79,73.17,4.6,Tertiary,Fair,False,False,Medium
STD0811,Male,17,94.85,93.4,84.42,90.26,20.5,Primary,Good,True,True,High
STD0812,Male,23,76.01,45.06,77.1,54.23,10.7,Secondary,Good,False,False,Medium
STD0813,Male,16,72.38,88.43,80.7,75.77,4.7,None,Poor,False,False,High
STD0814,Female,24,77.89,91.68,64.48,54.51,7.0,Tertiary,Fair,True,True,Medium
STD0815,Female,23,58.3,89.04,74.34,73.21,6.7,None,Poor,True,False,High
STD0816,Male,22,80.67,70.76,86.39,91.94,13.0,Primary,Poor,True,True,High
STD0817,Male,23,68.16,66.3,57.85,46.2,5.9,Primary,Fair,False,False,Medium
STD0818,Male,19,94.86,99.78,86.42,58.3,3.1,Primary,Fair,False,False,High
STD0819,Female,16,58.44,53.75,71.44,99.53,3.1,None,Good,True,True,High
STD0820,Male,22,75.35,72.81,41.61,90.8,14.6,Primary,Fair,True,False,Medium
STD0821,Male,20,79.91,80.24,31.73,69.52,18.4,Tertiary,Poor,True,False,Medium
STD0822,Female,22,51.67,82.05,55.39,66.16,8.0,Secondary,Poor,False,False,Medium
STD0823,Female,19,68.18,52.24,68.27,49.92,0.9,Secondary,Fair,False,True,Medium
STD0824,Male,24,86.63,79.24,88.79,66.2,3.2,Tertiary,Poor,False,True,High
STD0825,Female,16,91.02,89.1,38.92,89.37,22.9,Secondary,Good,True,True,Medium
STD0826,Female,20,65.66,43.0,86.01,77.96,12.3,None,Poor,True,True,Medium
STD0827,Male,19,89.93,94.69,90.41,50.3,11.3,Primary,Good,False,True,High
STD0828,Female,19,98.39,41.77,40.55,44.1,1.0,Primary,Poor,True,False,Low
STD0829,Male,15,92.84,61.36,89.61,48.56,18.2,Primary,Good,True,True,Medium
STD0830,Female,16,55.88,40.95,99.4,41.88,13.2,None,Good,True,True,Medium
STD0831,Male,22,86.99,44.63,80.88,36.69,5.1,None,Fair,True,True,Medium
STD0832,Male,17,65.98,94.67,84.93,59.34,2.8,None,Good,False,False,High
STD0833,Male,24,99.42,61.29,99.61,37.93,9.6,Tertiary,Fair,True,False,Medium
STD0834,Female,17,74.27,65.49,72.38,42.03,20.9,None,Poor,False,True,Medium
STD0835,Male,22,56.12,52.92,51.55,68.31,21.6,Secondary,Poor,False,False,Medium
STD0836,Female,22,86.26,75.83,88.63,41.52,15.1,Tertiary,Poor,True,False,Medium
STD0837,Male,16,66.15,75.69,73.01,34.47,18.2,Tertiary,Good,False,False,Medium
STD0838,Male,22,99.85,62.33,70.68,52.22,2.9,Tertiary,Poor,False,False,Medium
STD0839,Female,15,98.99,59.98,47.75,45.42,14.7,None,Poor,True,True,Medium
STD0840,Male,20,82.81,93.1,82.94,66.07,16.7,Tertiary,Fair,False,True,High
STD0841,Male,22,56.49,63.0,35.72,37.17,5.0,None,Fair,False,False,Low
STD0842,Female,17,84.34,69.61,94.7,82.62,22.0,None,Poor,False,False,High
STD0843,Male,22,54.65,57.0,52.81,93.44,4.9,Tertiary,Poor,False,False,Medium
STD0844,Male,15,51.47,87.21,38.94,82.04,7.8,Primary,Good,False,False,Medium
STD0845,Male,23,91.15,63.85,60.97,67.3,15.5,Primary,Good,False,True,Medium
STD0846,Male,23,60.49,70.82,32.97,90.25,16.0,Tertiary,Poor,False,False,Medium
STD0847,Female,19,68.95,55.2,77.92,78.64,17.5,Primary,Fair,False,True,Medium
STD0848,Female,24,98.67,99.26,93.19,30.74,2.8,Secondary,Poor,True,False,Medium
STD0849,Male,18,66.84,57.49,88.61,57.59,21.2,Secondary,Good,True,True,Medium
STD0850,Female,20,64.82,86.24,38.92,89.57,13.3,None,Fair,True,False,Medium
STD0851,Male,21,95.91,65.65,38.84,54.21,11.8,Primary,Fair,False,True,Medium
STD0852,Female,19,55.54,52.37,86.94,32.47,24.5,Secondary,Good,False,True,Medium
STD0853,Male,24,87.98,87.98,94.7,82.23,18.5,Tertiary,Poor,False,True,High
STD0854,Male,23,99.4,60.02,62.25,86.14,3.0,Primary,Poor,True,False,Medium
STD0855,Male,17,95.06,91.91,64.93,41.24,18.9,Secondary,Poor,True,True,Medium
STD0856,Male,21,82.58,94.92,52.28,67.61,2.4,Secondary,Good,True,False,Medium
STD0857,Male,24,65.7,91.59,92.6,43.44,0.7,Tertiary,Fair,False,True,Medium
STD0858,Male,24,62.72,42.1,75.14,80.35,10.1,None,Good,True,True,Medium
STD0859,Female,19,90.96,87.24,50.18,49.01,24.8,Tertiary,Poor,True,False,Medium
STD0860,Male,21,93.99,64.68,50.91,52.14,4.4,None,Good,False,True,Medium
STD0861,Female,16,76.27,92.42,92.38,89.15,16.8,Secondary,Fair,True,False,High
STD0862,Male,18,62.22,78.28,30.95,63.34,4.3,None,Good,False,False,Medium
STD0863,Female,16,55.65,90.02,52.59,76.88,18.1,Secondary,Poor,True,False,Medium
STD0864,Female,21,54.36,69.97,68.8,58.17,12.6,Secondary,Fair,False,False,Medium
STD0865,Female,16,85.95,72.1,40.38,50.86,17.0,Primary,Good,False,True,Medium
STD0866,Male,15,71.01,48.66,36.45,73.78,5.1,None,Good,False,True,Medium
STD0867,Male,23,95.27,87.04,87.07,40.84,18.6,None,Fair,False,False,Medium
STD0868,Female,15,86.98,65.16,92.61,56.11,24.9,None,Fair,False,True,Medium
STD0869,Male,22,59.56,70.0,87.65,44.63,16.6,Tertiary,Poor,True,True,Medium
STD0870,Female,16,80.69,87.11,92.92,78.71,12.3,Primary,Fair,False,False,High
STD0871,Male,22,71.78,75.93,68.72,96.09,23.1,Primary,Poor,False,True,High
STD0872,Female,17,78.86,52.07,86.86,99.69,0.4,Primary,Good,False,False,High
STD0873,Female,20,86.9,75.41,56.88,61.52,18.2,Tertiary,Poor,False,True,Medium
STD0874,Male,17,90.31,64.46,76.64,47.68,22.2,None,Good,True,True,Medium
STD0875,Female,21,92.19,68.17,99.22,61.0,1.5,None,Fair,False,False,Medium
STD0876,Male,24,62.7,41.7,45.8,89.31,11.3,None,Good,True,True,Medium
STD0877,Female,23,51.56,52.6,57.29,44.42,5.1,Primary,Fair,False,True,Medium
STD0878,Female,16,86.96,56.86,63.6,96.65,14.2,Primary,Good,False,False,Medium
STD0879,Male,19,55.32,82.78,39.66,53.93,16.2,Secondary,Good,True,True,Medium
STD0880,Male,20,65.75,40.69,35.67,99.01,7.6,Tertiary,Good,True,False,Medium
STD0881,Male,18,50.19,64.53,88.08,88.7,11.5,Tertiary,Good,True,True,High
STD0882,Female,18,84.08,95.44,98.38,86.6,7.0,Primary,Poor,False,False,High
STD0883,Male,18,58.36,46.71,58.33,52.25,9.2,Secondary,Good,True,False,Medium
STD0884,Female,16,82.76,70.99,36.14,30.61,4.0,None,Poor,False,False,Low
STD0885,Female,18,99.59,87.19,34.61,56.75,22.1,Primary,Fair,True,False,Medium
STD0886,Male,15,53.63,96.55,92.39,51.13,0.3,Tertiary,Fair,True,False,High
STD0887,Male,20,53.85,84.81,62.47,32.62,22.1,Tertiary,Poor,False,True,Medium
STD0888,Female,15,67.02,83.23,52.4,65.38,14.3,Tertiary,Fair,True,True,Medium
STD0889,Female,24,93.32,89.59,63.35,58.21,8.3,None,Fair,True,False,Medium
STD0890,Male,20,60.78,66.77,52.28,74.42,18.1,Tertiary,Good,False,True,Medium
STD0891,Male,15,68.02,88.35,64.23,73.48,12.7,None,Good,False,False,High
STD0892,Male,20,53.43,40.48,90.17,38.45,12.5,None,Good,False,True,Medium
STD0893,Male,24,88.16,95.47,71.46,98.39,2.8,None,Poor,True,True,High
STD0894,Male,22,70.42,66.6,78.63,43.09,9.7,Primary,Poor,True,False,Medium
STD0895,Female,16,87.96,73.2,55.53,61.17,6.0,None,Fair,True,False,Medium
STD0896,Female,16,95.18,55.29,81.7,64.17,0.4,Secondary,Good,True,True,Medium
STD0897,Female,18,61.64,84.55,76.66,86.91,9.0,Tertiary,Poor,True,True,High
STD0898,Female,17,90.37,44.6,38.37,36.95,2.2,Primary,Poor,False,False,Low
STD0899,Male,18,52.95,92.36,70.08,60.01,6.4,Tertiary,Good,True,True,Medium
STD0900,Male,21,94.94,89.69,47.97,74.0,2.3,None,Poor,False,True,Medium
STD0901,Male,15,82.54,52.96,86.29,45.06,2.5,Primary,Good,True,False,Medium
STD0902,Female,20,93.71,88.56,59.82,73.92,5.0,Secondary,Fair,False,True,Medium
STD0903,Female,17,50.01,87.18,99.63,94.66,25.0,None,Fair,True,False,High
STD0904,Male,24,58.45,77.93,36.48,99.83,0.1,Tertiary,Fair,True,False,Medium
STD0905,Male,21,69.49,62.41,84.62,32.27,16.0,Secondary,Good,False,False,Medium
STD0906,Female,24,68.98,56.29,77.16,46.49,3.5,None,Poor,True,True,Medium
STD0907,Female,16,61.34,53.91,83.72,51.72,23.0,Secondary,Fair,False,True,Medium
STD0908,Male,16,69.08,59.12,51.53,57.94,2.3,None,Fair,True,False,Medium
STD0909,Male,18,56.44,94.21,64.44,46.96,23.9,Primary,Fair,True,False,Medium
STD0910,Female,15,70.64,44.66,85.76,44.24,15.3,None,Poor,False,True,Medium
STD0911,Male,17,90.12,89.73,46.28,96.82,0.0,Primary,Poor,True,True,High
STD0912,Male,23,73.95,60.93,45.82,94.3,22.4,None,Good,False,True,Medium
STD0913,Male,21,50.9,71.3,68.57,33.29,13.0,None,Fair,True,False,Medium
STD0914,Female,21,71.07,87.67,66.65,53.72,6.6,Tertiary,Poor,True,False,Medium
STD0915,Female,18,51.36,93.06,49.76,58.36,19.2,Secondary,Good,True,True,Medium
STD0916,Female,16,98.31,60.69,50.87,46.73,23.2,Secondary,Fair,True,True,Medium
STD0917,Female,18,56.37,67.71,49.45,74.02,12.1,Secondary,Poor,True,True,Medium
STD0918,Female,20,85.38,64.87,84.01,74.83,7.9,None,Poor,True,False,Medium
STD0919,Female,17,98.64,40.8,75.63,89.54,19.7,None,Good,True,False,Medium
